created_at,full_text,tweet_id,favorite_count,lang,retweet_count,name,Rating_Numerator,Rating_Denominator,DogStage,Predicted_Content,Is_Dog,Predict_jpg_url,Predict_Confidence
2017-07-26 00:31:25,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,890006608113172480,30562,English,7353,Koda,13.0,10,None,Samoyed,True,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,0.957979
2017-07-25 16:11:53,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,889880896479866881,27681,English,4981,Bruno,13.0,10,None,French_bulldog,True,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,0.377417
2017-07-25 00:10:02,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,889638837579907072,27073,English,4552,Ted,12.0,10,None,French_bulldog,True,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,0.99165
2017-07-24 00:19:32,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,889278841981685760,25191,English,5430,Oliver,13.0,10,None,whippet,True,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,0.626152
2017-07-23 00:22:39,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,888917238123831296,28972,English,4509,Jim,12.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,0.714719
2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,888804989199671297,25485,English,4355,Zeke,13.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.46976
2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,888554962724278272,19822,English,3589,Ralphus,13.0,10,None,Siberian_husky,True,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.700377
2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,888078434458587136,21680,English,3501,Gerald,12.0,10,None,French_bulldog,True,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026
2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,887705289381826560,30073,English,5406,Jeffrey,13.0,10,None,basset,True,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664
2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,887517139158093824,46065,English,11693,such,14.0,10,None,limousine,False,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.130432
2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,887473957103951883,68854,English,18261,Canela,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197
2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,887343217045368832,33552,English,10422,None,13.0,10,None,Mexican_hairless,True,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.330741
2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,887101392804085760,30426,English,5975,None,12.0,10,None,Samoyed,True,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.733942
2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,886983233522544640,35031,English,7791,Maya,13.0,10,None,Chihuahua,True,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469
2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",886736880519319552,12016,English,3302,Mingus,13.0,10,None,kuvasz,True,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706
2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,886680336477933568,22326,English,4477,Derek,13.0,10,None,convertible,False,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.738995
2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,886258384151887873,27875,English,6295,Waffles,13.0,10,None,pug,True,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,0.943575
2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,885984800019947520,32580,English,6821,Jimbo,12.0,10,None,Blenheim_spaniel,True,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494
2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,885528943205470208,35853,English,6437,Maisey,13.0,10,None,pug,True,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275
2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,885167619883638784,21867,English,4387,None,13.0,10,None,malamute,True,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,0.8124819999999999
2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",884925521741709313,77255,English,18457,Earl,12.0,10,None,Italian_greyhound,True,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,0.259916
2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,884876753390489601,27832,English,5794,Lola,13.0,10,None,chow,True,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,0.822103
2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,884562892145688576,24210,English,4870,Kevin,13.0,10,None,pug,True,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001
2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",884441805382717440,26880,English,5651,None,14.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,0.993225
2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,884162670584377345,20310,English,2987,Yogi,12.0,10,doggo,German_shepherd,True,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,0.707046
2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,883838122936631299,21821,English,3444,Noah,12.0,10,None,Doberman,True,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,0.610946
2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",883482846933004288,45779,English,9966,Bella,13.5,10,None,golden_retriever,True,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082
2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",883117836046086144,37095,English,6674,None,13.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,0.949562
2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,882992080364220416,23873,English,3918,Rusty,13.0,10,None,Eskimo_dog,True,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.466778
2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,882627270321602560,27802,English,6097,Stanley,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982
2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,882268110199369728,44816,English,11609,Alfy,13.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211
2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",882045870035918850,29246,English,4989,Koko,13.0,10,None,web_site,False,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,0.949591
2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,881906580714921986,24226,English,3401,Rey,12.0,10,None,Weimaraner,True,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,0.291539
2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,881666595344535552,50395,English,10688,Gary,13.0,10,None,Saluki,True,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012
2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,881268444196462592,22994,English,5170,Elliot,12.0,10,None,tusker,False,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,0.473303
2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,880935762899988482,16949,English,2785,Louis,13.0,10,None,street_sign,False,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,0.251801
2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,880872448815771648,21224,English,3830,None,12.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,0.791416
2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,880465832366813184,28425,English,6293,Bella,12.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255
2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,880221127280381952,26984,English,4243,Jesse,12.0,10,None,Chihuahua,True,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525
2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,880095782870896641,27536,English,4368,None,11.0,10,None,miniature_pinscher,True,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,0.120298
2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,879862464715927552,22250,English,3505,Romeo,13.0,10,None,basset,True,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507
2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,879492040517615616,23329,English,3192,Bailey,12.0,10,None,German_short-haired_pointer,True,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896
2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,879415818425184262,105550,English,44300,Duddles,13.0,10,None,English_springer,True,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,0.383404
2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,879376492567855104,16719,English,3128,Jack,12.0,10,None,tricycle,False,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.663601
2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,879050749262655488,22506,English,4729,Steven,11.0,10,None,tabby,False,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,0.311861
2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,879008229531029506,18909,English,2701,Beau,13.0,10,None,vizsla,True,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,0.960513
2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",878281511006478336,7738,English,1299,Shadow,13.0,10,None,basset,True,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042
2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,878057613040115712,41915,English,6861,Emmy,14.0,10,None,French_bulldog,True,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097
2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,877736472329191424,79684,English,19207,Aja,13.0,10,None,Chesapeake_Bay_retriever,True,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999
2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,877556246731214848,22691,English,3833,Penny,12.0,10,None,basset,True,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368
2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",877316821321428993,27301,English,5191,Dante,13.0,10,None,Saluki,True,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,0.5099670000000001
2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,877201837425926144,27063,English,5620,Nelly,12.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112
2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,876484053909872640,18722,English,2410,Benedict,13.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566
2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",876120275196170240,27850,English,4710,Venti,13.0,10,None,Bernese_mountain_dog,True,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,0.534327
2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",875747767867523072,25140,English,4318,Goose,13.0,10,None,Labrador_retriever,True,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,0.799551
2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,875144289856114688,21869,English,4952,Nugget,13.0,10,None,Siberian_husky,True,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,0.245048
2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,875021211251597312,25436,English,4746,None,12.0,10,None,West_Highland_white_terrier,True,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,0.7143189999999999
2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,874680097055178752,27795,English,4683,Cash,12.0,10,None,Labrador_retriever,True,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,0.836052
2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",874057562936811520,22629,English,3980,None,12.0,10,None,flat-coated_retriever,True,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,0.8321770000000001
2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",873580283840344065,24228,English,3977,None,13.0,10,None,Newfoundland,True,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,0.678537
2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,872967104147763200,27381,English,5456,None,12.0,10,doggo,Labrador_retriever,True,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,0.476913
2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",872820683541237760,14726,English,3722,None,13.0,10,None,pug,True,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,0.99912
2017-06-08 01:06:27,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,872620804844003328,20792,English,3745,Monkey,13.0,10,None,cocker_spaniel,True,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,0.513191
2017-06-07 16:14:40,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,872486979161796608,40719,English,9095,None,12.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,0.931861
2017-06-07 01:19:32,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,872261713294495745,34269,English,6402,Harry,13.0,10,None,Labrador_retriever,True,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,0.972019
2017-06-06 16:07:15,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,872122724285648897,34497,English,8219,Kody,12.0,10,None,basketball,False,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,0.808396
2017-06-06 00:01:46,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,871879754684805121,38116,English,11347,Lassie,13.0,10,None,Shetland_sheepdog,True,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,0.969171
2017-06-04 23:56:03,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,871515927908634625,20256,English,3499,Napolean,12.0,10,doggo,komondor,True,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,0.974781
2017-06-03 15:55:36,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",871032628920680449,22720,English,3858,Boomer,13.0,10,None,kelpie,True,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,0.3980530000000001
2017-06-03 00:48:22,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,870804317367881728,33765,English,6310,None,11.0,10,None,home_theater,False,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,0.16829000000000002
2017-06-02 15:00:16,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",870656317836468226,12481,English,2687,Cody,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,0.945495
2017-06-01 20:18:38,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,870374049280663552,83036,English,26655,Zoey,13.0,10,None,golden_retriever,True,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,0.841001
2017-06-01 16:00:09,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",870308999962521604,21922,English,4224,Rumble,13.0,10,None,Greater_Swiss_Mountain_dog,True,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,0.6227520000000001
2017-05-31 23:43:25,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,870063196459192321,36885,English,8509,Clifford,14.0,10,None,comic_book,False,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,0.534409
2017-05-31 04:27:59,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",869772420881756160,42653,English,10229,Dewey,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,0.980148
2017-05-30 23:51:58,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,869702957897576449,28417,English,6445,Stanley,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,0.993449
2017-05-30 16:49:31,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,869596645499047938,16085,English,3195,Scout,12.0,10,doggo,Chihuahua,True,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,0.955156
2017-05-29 16:24:37,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,869227993411051520,20591,English,3862,Gizmo,13.0,10,None,Pembroke,True,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,0.664181
2017-05-28 17:23:24,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,868880397819494401,66166,English,14835,Walter,14.0,10,None,laptop,False,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,0.153718
2017-05-28 00:18:35,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,868622495443632128,27463,English,5900,None,13.0,10,None,Labrador_retriever,True,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,0.868107
